date,temperature,above_90th,heatwave
1980-05-26,22.344964599609398,False,False
1980-05-27,17.150964355468773,False,False
1980-05-28,16.738549804687523,False,False
1980-05-29,18.180993652343773,False,False
1980-05-30,19.693963623046898,False,False
1980-05-31,16.811669921875023,False,False
1980-06-01,15.929986572265648,False,False
1980-06-02,17.299432373046898,False,False
1980-06-03,17.392388916015648,False,False
1980-06-04,19.168878173828148,False,False
1980-06-05,18.592858886718773,False,False
1980-06-06,18.150720214843773,False,False
1980-06-07,17.474969482421898,False,False
1980-06-08,18.223199462890648,False,False
1980-06-09,19.724389648437523,False,False
1980-06-10,21.023461914062523,False,False
1980-06-11,19.242059326171898,False,False
1980-06-12,16.803643798828148,False,False
1980-06-13,17.586846923828148,False,False
1980-06-14,18.841790771484398,False,False
1980-06-15,19.088677978515648,False,False
1980-06-16,18.847802734375023,False,False
1980-06-17,16.794610595703148,False,False
1980-06-18,15.090997314453148,False,False
1980-06-19,14.888116455078148,False,False
1980-06-20,15.630395507812523,False,False
1980-06-21,17.415155029296898,False,False
1980-06-22,10.396844482421898,False,False
1980-06-23,16.165307617187523,False,False
1980-06-24,17.268395996093773,False,False
1980-06-25,18.796960449218773,False,False
1980-06-26,20.625390625000023,False,False
1980-06-27,20.067102050781273,False,False
1980-06-28,11.887384033203148,False,False
1980-06-29,11.337152099609398,False,False
1980-06-30,14.713220214843773,False,False
1980-07-01,14.567987060546898,False,False
1980-07-02,14.762963867187523,False,False
1980-07-03,15.633721923828148,False,False
1980-07-04,15.951745605468773,False,False
1980-07-05,15.507501220703148,False,False
1980-07-06,17.005731201171898,False,False
1980-07-07,18.042962646484398,False,False
1980-07-08,15.201715087890648,False,False
1980-07-09,15.867791748046898,False,False
1980-07-10,17.940209960937523,False,False
1980-07-11,18.773858642578148,False,False
1980-07-12,19.173028564453148,False,False
1980-07-13,19.849938964843773,False,False
1980-07-14,19.021539306640648,False,False
1980-07-15,17.782098388671898,False,False
1980-07-16,16.966851806640648,False,False
1980-07-17,15.799890136718773,False,False
1980-07-18,14.857720947265648,False,False
1980-07-19,18.296166992187523,False,False
1980-07-20,20.175531005859398,False,False
1980-07-21,18.280938720703148,False,False
1980-07-22,19.343865966796898,False,False
1980-07-23,20.167138671875023,False,False
1980-07-24,18.497583007812523,False,False
1980-07-25,19.719689941406273,False,False
1980-07-26,17.618218994140648,False,False
1980-07-27,15.607415771484398,False,False
1980-07-28,16.418847656250023,False,False
1980-07-29,16.577416992187523,False,False
1980-07-30,18.335229492187523,False,False
1980-07-31,20.723626708984398,False,False
1980-08-01,22.826074218750023,False,False
1980-08-02,20.002954101562523,False,False
1980-08-03,20.500970458984398,False,False
1980-08-04,21.321710205078148,False,False
1980-08-05,18.315270996093773,False,False
1980-08-06,17.355554199218773,False,False
1980-08-07,16.330346679687523,False,False
1980-08-08,17.782220458984398,False,False
1980-08-09,20.282128906250023,False,False
1980-08-10,20.402581787109398,False,False
1980-08-11,17.831506347656273,False,False
1980-08-12,19.511926269531273,False,False
1980-08-13,18.496606445312523,False,False
1980-08-14,12.935693359375023,False,False
1980-08-15,18.968957519531273,False,False
1980-08-16,20.626397705078148,False,False
1980-08-17,20.524377441406273,False,False
1980-08-18,18.156213378906273,False,False
1980-08-19,20.273065185546898,False,False
1980-08-20,22.266809082031273,False,False
1980-08-21,20.322869873046898,False,False
1980-08-22,20.078302001953148,False,False
1980-08-23,22.122094726562523,False,False
1980-08-24,24.011987304687523,False,False
1980-08-25,23.728631591796898,False,False
1980-08-26,18.127282714843773,False,False
1980-08-27,20.081201171875023,False,False
1980-08-28,17.772943115234398,False,False
1980-08-29,19.914636230468773,False,False
1980-08-30,23.042840576171898,False,False
1980-08-31,19.905633544921898,False,False
1980-09-01,23.065698242187523,False,False
1980-09-02,24.123529052734398,False,False
1980-09-03,25.662225341796898,False,False
1980-09-04,26.192376708984398,False,False
1980-09-05,26.117547607421898,False,False
1980-09-06,26.537622070312523,False,False
1980-09-07,21.416131591796898,False,False
1980-09-08,16.390618896484398,False,False
1980-09-09,16.415216064453148,False,False
1980-09-10,18.006372070312523,False,False
1980-09-11,21.234704589843773,False,False
1980-09-12,24.004449462890648,False,False
1980-09-13,24.256921386718773,False,False
1980-09-14,25.767297363281273,False,False
1980-09-15,19.017327880859398,False,False
1980-09-16,22.213220214843773,False,False
1980-09-17,24.170251464843773,False,False
1980-09-18,27.668328857421898,False,False
1980-09-19,19.841912841796898,False,False
1980-09-20,18.394708251953148,False,False
1980-09-21,23.437554931640648,False,False
1980-09-22,26.433038330078148,False,False
1980-09-23,13.892541503906273,False,False
1980-09-24,13.923608398437523,False,False
1980-09-25,14.638543701171898,False,False
1980-09-26,10.741021728515648,False,False
1980-09-27,15.799401855468773,False,False
1980-09-28,20.678704833984398,False,False
1980-09-29,17.190637207031273,False,False
1980-09-30,18.506250000000023,False,False
1980-10-01,19.826135253906273,False,False
1980-10-02,24.627832031250023,False,False
1980-10-03,25.178735351562523,False,False
1980-10-04,23.016961669921898,False,False
1980-10-05,27.784936523437523,False,False
1980-10-06,29.316979980468773,True,True
1980-10-07,29.164392089843773,True,True
1980-10-08,26.935449218750023,False,False
1980-10-09,29.687951660156273,True,False
1980-10-10,28.242974853515648,False,False
1980-10-11,28.570428466796898,True,True
1980-10-12,30.479882812500023,True,True
1980-10-13,26.740625000000023,False,False
1980-10-14,28.048608398437523,False,False
1980-10-15,29.941491699218773,True,True
1980-10-16,30.189660644531273,True,True
1980-10-17,30.068353271484398,True,True
1980-10-18,20.696527099609398,False,False
1980-10-19,23.349664306640648,False,False
1980-10-20,24.407495117187523,False,False
1980-10-21,23.963739013671898,False,False
1980-10-22,25.314294433593773,False,False
1980-10-23,25.314477539062523,False,False
1980-10-24,19.352380371093773,False,False
1980-10-25,22.118066406250023,False,False
1980-10-26,24.435876464843773,False,False
1980-10-27,25.092950439453148,False,False
1980-10-28,27.754815673828148,False,False
1980-10-29,31.440270996093773,True,False
1980-10-30,25.998834228515648,False,False
1980-10-31,25.877954101562523,False,False
1980-11-01,26.098474121093773,False,False
1980-11-02,22.106774902343773,False,False
1980-11-03,22.706689453125023,False,False
1980-11-04,25.414086914062523,False,False
1980-11-05,28.086968994140648,False,False
1980-11-06,27.616479492187523,False,False
1980-11-07,24.895074462890648,False,False
1980-11-08,25.601037597656273,False,False
1980-11-09,22.945031738281273,False,False
1980-11-10,25.480371093750023,False,False
1980-11-11,22.933282470703148,False,False
1980-11-12,25.562585449218773,False,False
1980-11-13,27.115594482421898,False,False
1980-11-14,21.475061035156273,False,False
1980-11-15,23.004022216796898,False,False
1980-11-16,22.866052246093773,False,False
1980-11-17,27.576470947265648,False,False
1980-11-18,27.575524902343773,False,False
1980-11-19,23.876306152343773,False,False
1980-11-20,21.023950195312523,False,False
1980-11-21,22.715417480468773,False,False
1980-11-22,23.868432617187523,False,False
1980-11-23,20.519128417968773,False,False
1980-11-24,25.146325683593773,False,False
1980-11-25,21.901696777343773,False,False
1980-11-26,24.445184326171898,False,False
1980-11-27,27.755242919921898,False,False
1980-11-28,21.719689941406273,False,False
1980-11-29,24.070581054687523,False,False
1980-11-30,21.418542480468773,False,False
1980-12-01,21.653985595703148,False,False
1980-12-02,22.038781738281273,False,False
1980-12-03,24.678125000000023,False,False
1980-12-04,21.313897705078148,False,False
1980-12-05,22.878991699218773,False,False
1980-12-06,23.034417724609398,False,False
1980-12-07,26.392785644531273,False,False
1980-12-08,27.371850585937523,False,False
1980-12-09,24.387567138671898,False,False
1980-12-10,26.765618896484398,False,False
1980-12-11,24.826318359375023,False,False
1980-12-12,23.244744873046898,False,False
1980-12-13,22.082971191406273,False,False
1980-12-14,21.813806152343773,False,False
1980-12-15,22.713983154296898,False,False
1980-12-16,23.392633056640648,False,False
1980-12-17,26.128594970703148,False,False
1980-12-18,28.660180664062523,True,False
1980-12-19,27.950463867187523,False,False
1980-12-20,26.347833251953148,False,False
1980-12-21,25.768548583984398,False,False
1980-12-22,28.965295410156273,True,False
1980-12-23,27.210748291015648,False,False
1980-12-24,26.097558593750023,False,False
1980-12-25,27.285424804687523,False,False
1980-12-26,25.450006103515648,False,False
1980-12-27,26.913751220703148,False,False
1980-12-28,27.204461669921898,False,False
1980-12-29,27.135461425781273,False,False
1980-12-30,29.391412353515648,True,True
1981-01-01,29.748376464843773,True,True
1981-01-02,29.662744140625023,True,True
1981-01-03,28.396142578125023,True,True
1981-01-04,29.243432617187523,True,True
1981-01-05,27.593408203125023,False,False
1981-01-06,21.263146972656273,False,False
1981-01-07,25.486657714843773,False,False
1981-01-08,23.583306884765648,False,False
1981-01-09,22.015008544921898,False,False
1981-01-10,22.973809814453148,False,False
1981-01-11,22.164025878906273,False,False
1981-01-12,28.081597900390648,False,False
1981-01-13,27.613061523437523,False,False
1981-01-14,30.036614990234398,True,True
1981-01-15,29.052636718750023,True,True
1981-01-16,29.131555175781273,True,True
1981-01-17,31.322961425781273,True,True
1981-01-18,26.009729003906273,False,False
1981-01-19,26.332208251953148,False,False
1981-01-20,26.387719726562523,False,False
1981-01-21,27.663293457031273,False,False
1981-01-22,23.038842773437523,False,False
1981-01-23,20.784478759765648,False,False
1981-01-24,22.175042724609398,False,False
1981-01-25,22.682061767578148,False,False
1981-01-26,24.270745849609398,False,False
1981-01-27,25.003900146484398,False,False
1981-01-28,22.441461181640648,False,False
1981-01-29,22.974084472656273,False,False
1981-01-30,24.459008789062523,False,False
1981-01-31,26.918176269531273,False,False
1981-02-01,24.972406005859398,False,False
1981-02-02,25.210015869140648,False,False
1981-02-03,24.726129150390648,False,False
1981-02-04,26.490899658203148,False,False
1981-02-05,24.992852783203148,False,False
1981-02-06,19.912438964843773,False,False
1981-02-07,16.662072753906273,False,False
1981-02-08,17.281945800781273,False,False
1981-02-09,20.604791259765648,False,False
1981-02-10,25.297021484375023,False,False
1981-02-11,23.603814697265648,False,False
1981-02-12,25.447625732421898,False,False
1981-02-13,24.418908691406273,False,False
1981-02-14,24.078607177734398,False,False
1981-02-15,24.804650878906273,False,False
1981-02-16,22.982415771484398,False,False
1981-02-17,24.262750244140648,False,False
1981-02-18,25.823907470703148,False,False
1981-02-19,24.579461669921898,False,False
1981-02-20,25.943292236328148,False,False
1981-02-21,25.516015625000023,False,False
1981-02-22,21.966790771484398,False,False
1981-02-23,21.992181396484398,False,False
1981-02-24,24.086694335937523,False,False
1981-02-25,25.715875244140648,False,False
1981-02-26,26.785760498046898,False,False
1981-02-27,25.170098876953148,False,False
1981-02-28,25.021539306640648,False,False
1981-03-01,22.952355957031273,False,False
1981-03-02,23.493676757812523,False,False
1981-03-03,24.289178466796898,False,False
1981-03-04,17.065698242187523,False,False
1981-03-05,19.651696777343773,False,False
1981-03-06,20.128411865234398,False,False
1981-03-07,21.139642333984398,False,False
1981-03-08,23.584863281250023,False,False
1981-03-09,24.646539306640648,False,False
1981-03-10,20.321130371093773,False,False
1981-03-11,22.720544433593773,False,False
1981-03-12,26.184838867187523,False,False
1981-03-13,25.882135009765648,False,False
1981-03-14,24.724206542968773,False,False
1981-03-15,24.578790283203148,False,False
1981-03-16,24.509545898437523,False,False
1981-03-17,20.340570068359398,False,False
1981-03-18,21.163415527343773,False,False
1981-03-19,23.613092041015648,False,False
1981-03-20,23.327844238281273,False,False
1981-03-21,22.972589111328148,False,False
1981-03-22,24.673394775390648,False,False
1981-03-23,22.435876464843773,False,False
1981-03-24,22.707727050781273,False,False
1981-03-25,23.776910400390648,False,False
1981-03-26,21.914392089843773,False,False
1981-03-27,23.092492675781273,False,False
1981-03-28,22.766351318359398,False,False
1981-03-29,23.258416748046898,False,False
1981-03-30,22.558587646484398,False,False
1981-03-31,22.610375976562523,False,False
1981-04-01,24.802484130859398,False,False
1981-04-02,25.470361328125023,False,False
1981-04-03,25.524743652343773,False,False
1981-04-04,26.649682617187523,False,False
1981-04-05,25.740686035156273,False,False
1981-04-06,26.900689697265648,False,False
1981-04-07,26.317041015625023,False,False
1981-04-08,25.300500488281273,False,False
1981-04-09,20.157739257812523,False,False
1981-04-10,19.253961181640648,False,False
1981-04-11,23.631036376953148,False,False
1981-04-12,25.479791259765648,False,False
1981-04-13,25.828454589843773,False,False
1981-04-14,27.879998779296898,False,False
1981-04-15,27.079675292968773,False,False
1981-04-16,25.592980957031273,False,False
1981-04-17,25.460443115234398,False,False
1981-04-18,22.582513427734398,False,False
1981-04-19,23.592828369140648,False,False
1981-04-20,25.159143066406273,False,False
1981-04-21,23.860986328125023,False,False
1981-04-22,21.963983154296898,False,False
1981-04-23,20.799829101562523,False,False
1981-04-24,24.305505371093773,False,False
1981-04-25,21.576501464843773,False,False
1981-04-26,20.764337158203148,False,False
1981-04-27,15.923608398437523,False,False
1981-04-28,18.253625488281273,False,False
1981-04-29,18.985711669921898,False,False
1981-04-30,17.030603027343773,False,False
1981-05-01,18.291223144531273,False,False
1981-05-02,20.070031738281273,False,False
1981-05-03,18.630517578125023,False,False
1981-05-04,20.132684326171898,False,False
1981-05-05,22.017297363281273,False,False
1981-05-06,20.578057861328148,False,False
1981-05-07,21.298669433593773,False,False
1981-05-08,17.296533203125023,False,False
1981-05-09,19.138848876953148,False,False
1981-05-10,22.240838623046898,False,False
1981-05-11,23.187432861328148,False,False
1981-05-12,21.056359863281273,False,False
1981-05-13,19.216851806640648,False,False
1981-05-14,18.133142089843773,False,False
1981-05-15,17.982904052734398,False,False
1981-05-16,18.092431640625023,False,False
1981-05-17,17.774468994140648,False,False
1981-05-18,17.872003173828148,False,False
1981-05-19,18.956109619140648,False,False
1981-05-20,20.082421875000023,False,False
1981-05-21,20.141961669921898,False,False
1981-05-22,22.358880615234398,False,False
1981-05-23,16.277642822265648,False,False
1981-05-24,17.510736083984398,False,False
1981-05-25,18.300744628906273,False,False
1981-05-26,19.223687744140648,False,False
1981-05-27,20.026849365234398,False,False
1981-05-28,20.151239013671898,False,False
1981-05-29,18.282556152343773,False,False
1981-05-30,14.086602783203148,False,False
1981-05-31,17.541284179687523,False,False
1981-06-01,16.765985107421898,False,False
1981-06-02,16.569390869140648,False,False
1981-06-03,19.514642333984398,False,False
1981-06-04,15.041833496093773,False,False
1981-06-05,13.101922607421898,False,False
1981-06-06,17.868951416015648,False,False
1981-06-07,16.471948242187523,False,False
1981-06-08,13.675012207031273,False,False
1981-06-09,12.279046630859398,False,False
1981-06-10,15.625054931640648,False,False
1981-06-11,15.572351074218773,False,False
1981-06-12,18.013085937500023,False,False
1981-06-13,18.477929687500023,False,False
1981-06-14,18.886926269531273,False,False
1981-06-15,19.679772949218773,False,False
1981-06-16,13.962426757812523,False,False
1981-06-17,15.775781250000023,False,False
1981-06-18,17.861108398437523,False,False
1981-06-19,18.776788330078148,False,False
1981-06-20,15.004724121093773,False,False
1981-06-21,17.897393798828148,False,False
1981-06-22,19.213555908203148,False,False
1981-06-23,15.524102783203148,False,False
1981-06-24,17.729425048828148,False,False
1981-06-25,20.248040771484398,False,False
1981-06-26,21.476495361328148,False,False
1981-06-27,21.209222412109398,False,False
1981-06-28,19.371301269531273,False,False
1981-06-29,19.256982421875023,False,False
1981-06-30,17.879876708984398,False,False
1981-07-01,16.872064208984398,False,False
1981-07-02,16.645593261718773,False,False
1981-07-03,15.922052001953148,False,False
1981-07-04,16.483514404296898,False,False
1981-07-05,17.046075439453148,False,False
1981-07-06,16.732720947265648,False,False
1981-07-07,18.103662109375023,False,False
1981-07-08,12.411584472656273,False,False
1981-07-09,13.308679199218773,False,False
1981-07-10,15.962335205078148,False,False
1981-07-11,19.242639160156273,False,False
1981-07-12,20.622918701171898,False,False
1981-07-13,20.330651855468773,False,False
1981-07-14,18.727014160156273,False,False
1981-07-15,17.927972412109398,False,False
1981-07-16,19.726251220703148,False,False
1981-07-17,21.979821777343773,False,False
1981-07-18,20.514886474609398,False,False
1981-07-19,19.670434570312523,False,False
1981-07-20,20.001519775390648,False,False
1981-07-21,21.122155761718773,False,False
1981-07-22,20.155450439453148,False,False
1981-07-23,20.651452636718773,False,False
1981-07-24,22.416558837890648,False,False
1981-07-25,15.530114746093773,False,False
1981-07-26,15.260614013671898,False,False
1981-07-27,16.856805419921898,False,False
1981-07-28,19.403375244140648,False,False
1981-07-29,21.466790771484398,False,False
1981-07-30,17.305566406250023,False,False
1981-07-31,17.423394775390648,False,False
1981-08-01,18.196771240234398,False,False
1981-08-02,19.398736572265648,False,False
1981-08-03,20.115930175781273,False,False
1981-08-04,20.685266113281273,False,False
1981-08-05,15.320855712890648,False,False
1981-08-06,17.503869628906273,False,False
1981-08-07,19.297479248046898,False,False
1981-08-08,24.178796386718773,False,False
1981-08-09,24.291955566406273,False,False
1981-08-10,22.250390625000023,False,False
1981-08-11,21.502130126953148,False,False
1981-08-12,21.524011230468773,False,False
1981-08-13,20.462213134765648,False,False
1981-08-14,20.863244628906273,False,False
1981-08-15,11.977044677734398,False,False
1981-08-16,15.373742675781273,False,False
1981-08-17,20.287988281250023,False,False
1981-08-18,13.662561035156273,False,False
1981-08-19,12.073815917968773,False,False
1981-08-20,14.472009277343773,False,False
1981-08-21,12.732598876953148,False,False
1981-08-22,10.418756103515648,False,False
1981-08-23,14.203057861328148,False,False
1981-08-24,17.671075439453148,False,False
1981-08-25,21.046624755859398,False,False
1981-08-26,23.207360839843773,False,False
1981-08-27,16.411676025390648,False,False
1981-08-28,16.589074707031273,False,False
1981-08-29,13.245538330078148,False,False
1981-08-30,16.434655761718773,False,False
1981-08-31,15.091088867187523,False,False
1981-09-01,13.883264160156273,False,False
1981-09-02,14.315637207031273,False,False
1981-09-03,14.462030029296898,False,False
1981-09-04,15.920953369140648,False,False
1981-09-05,17.054376220703148,False,False
1981-09-06,18.478082275390648,False,False
1981-09-07,19.585870361328148,False,False
1981-09-08,23.440637207031273,False,False
1981-09-09,24.300805664062523,False,False
1981-09-10,11.794274902343773,False,False
1981-09-11,10.566644287109398,False,False
1981-09-12,15.338037109375023,False,False
1981-09-13,17.787347412109398,False,False
1981-09-14,21.236688232421898,False,False
1981-09-15,26.631524658203148,False,False
1981-09-16,29.039575195312523,True,True
1981-09-17,29.210321044921898,True,True
1981-09-18,28.748498535156273,True,True
1981-09-19,26.286859130859398,False,False
1981-09-20,29.856591796875023,True,False
1981-09-21,25.790734863281273,False,False
1981-09-22,25.004571533203148,False,False
1981-09-23,27.338586425781273,False,False
1981-09-24,28.268151855468773,True,False
1981-09-25,25.060693359375023,False,False
1981-09-26,28.129083251953148,False,False
1981-09-27,28.257348632812523,True,False
1981-09-28,25.711663818359398,False,False
1981-09-29,26.576867675781273,False,False
1981-09-30,23.219964599609398,False,False
1981-10-01,22.767449951171898,False,False
1981-10-02,23.793054199218773,False,False
1981-10-03,22.687219238281273,False,False
1981-10-04,13.176721191406273,False,False
1981-10-05,20.949914550781273,False,False
1981-10-06,20.388635253906273,False,False
1981-10-07,23.092614746093773,False,False
1981-10-08,25.029016113281273,False,False
1981-10-09,16.979852294921898,False,False
1981-10-10,19.663323974609398,False,False
1981-10-11,20.177056884765648,False,False
1981-10-12,19.722467041015648,False,False
1981-10-13,22.784112548828148,False,False
1981-10-14,25.359735107421898,False,False
1981-10-15,25.848321533203148,False,False
1981-10-16,27.256768798828148,False,False
1981-10-17,21.482507324218773,False,False
1981-10-18,20.506341552734398,False,False
1981-10-19,16.522576904296898,False,False
1981-10-20,20.067987060546898,False,False
1981-10-21,16.008630371093773,False,False
1981-10-22,24.336328125000023,False,False
1981-10-23,26.486444091796898,False,False
1981-10-24,18.726556396484398,False,False
1981-10-25,18.162652587890648,False,False
1981-10-26,20.293786621093773,False,False
1981-10-27,21.746514892578148,False,False
1981-10-28,24.481408691406273,False,False
1981-10-29,25.847039794921898,False,False
1981-10-30,26.135522460937523,False,False
1981-10-31,25.147241210937523,False,False
1981-11-01,30.138970947265648,True,True
1981-11-02,29.371942138671898,True,True
1981-11-03,31.838159179687523,True,True
1981-11-04,33.02581176757815,True,True
1981-11-05,33.20412597656252,True,True
1981-11-06,33.83171997070315,True,True
1981-11-07,31.769372558593773,True,True
1981-11-08,33.04238281250002,True,True
1981-11-09,28.692010498046898,True,True
1981-11-10,23.350335693359398,False,False
1981-11-11,27.080590820312523,False,False
1981-11-12,29.922143554687523,True,True
1981-11-13,28.787225341796898,True,True
1981-11-14,28.643640136718773,True,True
1981-11-15,26.450952148437523,False,False
1981-11-16,30.196923828125023,True,False
1981-11-17,26.355462646484398,False,False
1981-11-18,22.276666259765648,False,False
1981-11-19,20.117517089843773,False,False
1981-11-20,24.837609863281273,False,False
1981-11-21,21.571984863281273,False,False
1981-11-22,26.009515380859398,False,False
1981-11-23,25.515893554687523,False,False
1981-11-24,22.899316406250023,False,False
1981-11-25,22.119805908203148,False,False
1981-11-26,24.290582275390648,False,False
1981-11-27,25.901269531250023,False,False
1981-11-28,24.871636962890648,False,False
1981-11-29,25.886193847656273,False,False
1981-11-30,24.795159912109398,False,False
1981-12-01,22.120751953125023,False,False
1981-12-02,25.383203125000023,False,False
1981-12-03,24.338128662109398,False,False
1981-12-04,25.072747802734398,False,False
1981-12-05,24.959130859375023,False,False
1981-12-06,22.221215820312523,False,False
1981-12-07,23.408013916015648,False,False
1981-12-08,25.389001464843773,False,False
1981-12-09,17.543572998046898,False,False
1981-12-10,18.951715087890648,False,False
1981-12-11,21.323358154296898,False,False
1981-12-12,24.828179931640648,False,False
1981-12-13,28.020501708984398,False,False
1981-12-14,28.159295654296898,False,False
1981-12-15,29.068933105468773,True,False
1981-12-16,24.023217773437523,False,False
1981-12-17,27.187707519531273,False,False
1981-12-18,27.827783203125023,False,False
1981-12-19,28.256921386718773,False,False
1981-12-20,31.562799072265648,True,True
1981-12-21,28.916864013671898,True,True
1981-12-22,25.726831054687523,False,False
1981-12-23,25.031884765625023,False,False
1981-12-24,27.431542968750023,False,False
1981-12-25,29.420709228515648,True,True
1981-12-26,30.078881835937523,True,True
1981-12-27,22.190728759765648,False,False
1981-12-28,24.255029296875023,False,False
1981-12-29,26.841302490234398,False,False
1981-12-30,28.505334472656273,True,True
1982-01-01,29.282250976562523,True,True
1982-01-02,26.709802246093773,False,False
1982-01-03,22.778039550781273,False,False
1982-01-04,23.425988769531273,False,False
1982-01-05,24.115563964843773,False,False
